session_id,user_id,page_url,visit_time
5001,65,/home,2024-01-01 00:02:16
5001,65,/product,2024-01-01 00:04:10
5001,65,/cart,2024-01-01 00:06:25
5001,65,/checkout,2024-01-01 00:08:21
5001,65,/about,2024-01-01 00:10:24
5001,65,/about,2024-01-01 00:12:39
5001,65,/about,2024-01-01 00:13:31
5002,11,/home,2024-01-01 00:13:48
5002,11,/product,2024-01-01 00:14:54
5002,11,/cart,2024-01-01 00:16:18
5002,11,/checkout,2024-01-01 00:16:36
5002,11,/about,2024-01-01 00:17:56
5002,11,/about,2024-01-01 00:19:03
5003,69,/home,2024-01-01 00:19:56
5003,69,/product,2024-01-01 00:22:03
5003,69,/cart,2024-01-01 00:24:37
5003,69,/checkout,2024-01-01 00:26:53
5004,71,/home,2024-01-01 00:27:31
5004,71,/product,2024-01-01 00:30:07
5004,71,/cart,2024-01-01 00:30:46
5004,71,/checkout,2024-01-01 00:32:04
5004,71,/about,2024-01-01 00:34:33
5004,71,/about,2024-01-01 00:36:16
5005,70,/home,2024-01-01 00:36:36
5005,70,/product,2024-01-01 00:38:38
5005,70,/cart,2024-01-01 00:41:07
5005,70,/checkout,2024-01-01 00:42:12
5005,70,/about,2024-01-01 00:44:10
5005,70,/about,2024-01-01 00:44:46
5005,70,/about,2024-01-01 00:47:43
5005,70,/about,2024-01-01 00:48:56
5006,39,/home,2024-01-01 00:49:14
5006,39,/product,2024-01-01 00:51:19
5006,39,/cart,2024-01-01 00:52:36
5006,39,/checkout,2024-01-01 00:54:15
5006,39,/about,2024-01-01 00:54:47
5006,39,/about,2024-01-01 00:56:49
5006,39,/about,2024-01-01 00:57:29
5006,39,/about,2024-01-01 00:58:39
5007,27,/home,2024-01-01 01:01:19
5007,27,/product,2024-01-01 01:02:58
5007,27,/cart,2024-01-01 01:05:44
5007,27,/checkout,2024-01-01 01:08:35
5007,27,/about,2024-01-01 01:10:34
5007,27,/about,2024-01-01 01:11:26
5007,27,/about,2024-01-01 01:14:13
5007,27,/about,2024-01-01 01:14:58
5008,27,/home,2024-01-01 01:16:00
5008,27,/product,2024-01-01 01:16:25
5008,27,/cart,2024-01-01 01:19:00
5008,27,/checkout,2024-01-01 01:20:39
5008,27,/about,2024-01-01 01:23:05
5008,27,/about,2024-01-01 01:24:26
5008,27,/about,2024-01-01 01:27:08
5008,27,/about,2024-01-01 01:29:35
5009,22,/home,2024-01-01 01:30:59
5009,22,/product,2024-01-01 01:32:23
5009,22,/cart,2024-01-01 01:34:59
5009,22,/checkout,2024-01-01 01:36:17
5010,66,/home,2024-01-01 01:36:51
5010,66,/product,2024-01-01 01:37:35
5010,66,/cart,2024-01-01 01:39:30
5010,66,/checkout,2024-01-01 01:39:55
5010,66,/about,2024-01-01 01:41:15
5010,66,/about,2024-01-01 01:44:12
5010,66,/about,2024-01-01 01:44:54
5011,90,/home,2024-01-01 01:45:37
5011,90,/product,2024-01-01 01:46:50
5011,90,/cart,2024-01-01 01:47:37
5011,90,/checkout,2024-01-01 01:49:09
5011,90,/about,2024-01-01 01:50:22
5011,90,/about,2024-01-01 01:52:12
5011,90,/about,2024-01-01 01:54:27
5011,90,/about,2024-01-01 01:55:13
5012,74,/home,2024-01-01 01:56:31
5012,74,/product,2024-01-01 01:59:21
5012,74,/cart,2024-01-01 02:01:17
5012,74,/checkout,2024-01-01 02:03:03
5012,74,/about,2024-01-01 02:05:08
5012,74,/about,2024-01-01 02:05:37
5012,74,/about,2024-01-01 02:08:29
5013,99,/home,2024-01-01 02:10:22
5013,99,/product,2024-01-01 02:12:43
5014,96,/home,2024-01-01 02:14:27
5014,96,/product,2024-01-01 02:16:33
5014,96,/cart,2024-01-01 02:18:47
5014,96,/checkout,2024-01-01 02:20:20
5015,75,/home,2024-01-01 02:20:53
5015,75,/product,2024-01-01 02:23:00
5016,82,/home,2024-01-01 02:24:41
5016,82,/product,2024-01-01 02:25:07
5016,82,/cart,2024-01-01 02:27:33
5016,82,/checkout,2024-01-01 02:29:24
5016,82,/about,2024-01-01 02:30:29
5016,82,/about,2024-01-01 02:32:28
5016,82,/about,2024-01-01 02:33:32
5017,64,/home,2024-01-01 02:35:04
5017,64,/product,2024-01-01 02:36:26
5017,64,/cart,2024-01-01 02:38:02
5017,64,/checkout,2024-01-01 02:40:32
5018,74,/home,2024-01-01 02:43:06
5018,74,/product,2024-01-01 02:45:20
5018,74,/cart,2024-01-01 02:46:57
5019,88,/home,2024-01-01 02:47:19
5019,88,/product,2024-01-01 02:47:40
5019,88,/cart,2024-01-01 02:48:15
5019,88,/checkout,2024-01-01 02:51:05
5019,88,/about,2024-01-01 02:53:12
5019,88,/about,2024-01-01 02:53:26
5019,88,/about,2024-01-01 02:54:07
5019,88,/about,2024-01-01 02:54:57
5020,57,/home,2024-01-01 02:55:07
5020,57,/product,2024-01-01 02:57:06
5020,57,/cart,2024-01-01 02:58:07
5020,57,/checkout,2024-01-01 02:58:50
5020,57,/about,2024-01-01 03:01:46
5021,39,/home,2024-01-01 03:03:06
5021,39,/product,2024-01-01 03:03:39
5021,39,/cart,2024-01-01 03:06:36
5022,47,/home,2024-01-01 03:07:07
5022,47,/product,2024-01-01 03:08:52
5022,47,/cart,2024-01-01 03:11:52
5022,47,/checkout,2024-01-01 03:14:48
5023,22,/home,2024-01-01 03:16:39
5023,22,/product,2024-01-01 03:19:29
5024,40,/home,2024-01-01 03:20:38
5024,40,/product,2024-01-01 03:22:37
5024,40,/cart,2024-01-01 03:25:34
5024,40,/checkout,2024-01-01 03:26:07
5024,40,/about,2024-01-01 03:26:41
5024,40,/about,2024-01-01 03:26:51
5024,40,/about,2024-01-01 03:27:55
5025,62,/home,2024-01-01 03:28:38
5025,62,/product,2024-01-01 03:31:19
5026,29,/home,2024-01-01 03:33:22
5026,29,/product,2024-01-01 03:33:34
5026,29,/cart,2024-01-01 03:33:46
5026,29,/checkout,2024-01-01 03:35:23
5026,29,/about,2024-01-01 03:36:03
5026,29,/about,2024-01-01 03:38:01
5027,89,/home,2024-01-01 03:40:13
5027,89,/product,2024-01-01 03:40:41
5027,89,/cart,2024-01-01 03:41:49
5028,50,/home,2024-01-01 03:42:25
5028,50,/product,2024-01-01 03:43:01
5029,41,/home,2024-01-01 03:44:27
5029,41,/product,2024-01-01 03:45:12
5029,41,/cart,2024-01-01 03:46:59
5029,41,/checkout,2024-01-01 03:47:43
5030,83,/home,2024-01-01 03:48:29
5030,83,/product,2024-01-01 03:48:56
5030,83,/cart,2024-01-01 03:51:21
5030,83,/checkout,2024-01-01 03:53:55
5030,83,/about,2024-01-01 03:54:07
5030,83,/about,2024-01-01 03:56:53
5030,83,/about,2024-01-01 03:59:49
5031,22,/home,2024-01-01 04:01:28
5031,22,/product,2024-01-01 04:02:32
5031,22,/cart,2024-01-01 04:05:22
5031,22,/checkout,2024-01-01 04:06:10
5031,22,/about,2024-01-01 04:08:05
5032,79,/home,2024-01-01 04:10:08
5032,79,/product,2024-01-01 04:11:13
5032,79,/cart,2024-01-01 04:11:45
5032,79,/checkout,2024-01-01 04:12:20
5032,79,/about,2024-01-01 04:13:05
5032,79,/about,2024-01-01 04:13:46
5032,79,/about,2024-01-01 04:16:26
5033,94,/home,2024-01-01 04:18:05
5033,94,/product,2024-01-01 04:20:04
5033,94,/cart,2024-01-01 04:21:34
5033,94,/checkout,2024-01-01 04:22:19
5033,94,/about,2024-01-01 04:23:32
5034,36,/home,2024-01-01 04:24:03
5034,36,/product,2024-01-01 04:25:16
5034,36,/cart,2024-01-01 04:27:47
5034,36,/checkout,2024-01-01 04:30:30
5034,36,/about,2024-01-01 04:33:13
5034,36,/about,2024-01-01 04:35:58
5034,36,/about,2024-01-01 04:37:20
5035,100,/home,2024-01-01 04:37:36
5035,100,/product,2024-01-01 04:40:34
5035,100,/cart,2024-01-01 04:42:01
5035,100,/checkout,2024-01-01 04:43:03
5035,100,/about,2024-01-01 04:45:25
5035,100,/about,2024-01-01 04:48:10
5035,100,/about,2024-01-01 04:50:30
5036,25,/home,2024-01-01 04:52:20
5036,25,/product,2024-01-01 04:53:45
5036,25,/cart,2024-01-01 04:56:40
5036,25,/checkout,2024-01-01 04:57:03
5036,25,/about,2024-01-01 04:58:14
5036,25,/about,2024-01-01 05:00:30
5036,25,/about,2024-01-01 05:02:18
5037,15,/home,2024-01-01 05:04:35
5037,15,/product,2024-01-01 05:07:28
5037,15,/cart,2024-01-01 05:10:10
5038,10,/home,2024-01-01 05:10:23
5038,10,/product,2024-01-01 05:12:05
5038,10,/cart,2024-01-01 05:13:36
5038,10,/checkout,2024-01-01 05:14:19
5038,10,/about,2024-01-01 05:16:08
5038,10,/about,2024-01-01 05:18:43
5039,54,/home,2024-01-01 05:21:12
5039,54,/product,2024-01-01 05:22:06
5039,54,/cart,2024-01-01 05:24:16
5039,54,/checkout,2024-01-01 05:24:44
5040,3,/home,2024-01-01 05:25:11
5040,3,/product,2024-01-01 05:25:24
5040,3,/cart,2024-01-01 05:26:41
5040,3,/checkout,2024-01-01 05:27:46
5040,3,/about,2024-01-01 05:28:06
5040,3,/about,2024-01-01 05:28:31
5041,51,/home,2024-01-01 05:29:54
5041,51,/product,2024-01-01 05:32:44
5041,51,/cart,2024-01-01 05:35:02
5041,51,/checkout,2024-01-01 05:36:58
5041,51,/about,2024-01-01 05:38:56
5041,51,/about,2024-01-01 05:40:48
5042,11,/home,2024-01-01 05:43:15
5042,11,/product,2024-01-01 05:45:42
5042,11,/cart,2024-01-01 05:48:29
5042,11,/checkout,2024-01-01 05:49:18
5042,11,/about,2024-01-01 05:50:39
5042,11,/about,2024-01-01 05:51:10
5042,11,/about,2024-01-01 05:52:39
5043,11,/home,2024-01-01 05:53:41
5043,11,/product,2024-01-01 05:54:30
5043,11,/cart,2024-01-01 05:56:57
5043,11,/checkout,2024-01-01 05:58:30
5043,11,/about,2024-01-01 06:00:20
5043,11,/about,2024-01-01 06:03:00
5044,82,/home,2024-01-01 06:05:56
5044,82,/product,2024-01-01 06:08:50
5044,82,/cart,2024-01-01 06:09:16
5044,82,/checkout,2024-01-01 06:10:45
5044,82,/about,2024-01-01 06:12:46
5044,82,/about,2024-01-01 06:13:57
5044,82,/about,2024-01-01 06:14:21
5044,82,/about,2024-01-01 06:15:33
5045,12,/home,2024-01-01 06:16:12
5045,12,/product,2024-01-01 06:18:18
5045,12,/cart,2024-01-01 06:21:04
5045,12,/checkout,2024-01-01 06:23:49
5045,12,/about,2024-01-01 06:24:13
5046,40,/home,2024-01-01 06:27:11
5046,40,/product,2024-01-01 06:28:05
5046,40,/cart,2024-01-01 06:28:45
5046,40,/checkout,2024-01-01 06:28:58
5046,40,/about,2024-01-01 06:29:43
5046,40,/about,2024-01-01 06:29:55
5046,40,/about,2024-01-01 06:30:46
5047,64,/home,2024-01-01 06:33:09
5047,64,/product,2024-01-01 06:35:31
5047,64,/cart,2024-01-01 06:36:47
5047,64,/checkout,2024-01-01 06:37:39
5048,48,/home,2024-01-01 06:38:57
5048,48,/product,2024-01-01 06:39:37
5048,48,/cart,2024-01-01 06:39:54
5049,43,/home,2024-01-01 06:41:53
5049,43,/product,2024-01-01 06:43:12
5049,43,/cart,2024-01-01 06:45:36
5049,43,/checkout,2024-01-01 06:46:02
5049,43,/about,2024-01-01 06:47:19
5049,43,/about,2024-01-01 06:49:56
5049,43,/about,2024-01-01 06:52:46
5049,43,/about,2024-01-01 06:53:15
5050,64,/home,2024-01-01 06:55:35
5050,64,/product,2024-01-01 06:57:17
5050,64,/cart,2024-01-01 06:57:41
5050,64,/checkout,2024-01-01 06:59:58
5050,64,/about,2024-01-01 07:02:33
5051,22,/home,2024-01-01 07:03:23
5051,22,/product,2024-01-01 07:04:38
5051,22,/cart,2024-01-01 07:05:14
5051,22,/checkout,2024-01-01 07:07:50
5052,87,/home,2024-01-01 07:08:29
5052,87,/product,2024-01-01 07:09:37
5052,87,/cart,2024-01-01 07:11:57
5052,87,/checkout,2024-01-01 07:12:07
5052,87,/about,2024-01-01 07:12:28
5052,87,/about,2024-01-01 07:12:41
5052,87,/about,2024-01-01 07:13:53
5053,6,/home,2024-01-01 07:15:36
5053,6,/product,2024-01-01 07:17:24
5053,6,/cart,2024-01-01 07:18:12
5053,6,/checkout,2024-01-01 07:19:07
5053,6,/about,2024-01-01 07:19:26
5054,71,/home,2024-01-01 07:22:23
5054,71,/product,2024-01-01 07:24:20
5054,71,/cart,2024-01-01 07:25:27
5054,71,/checkout,2024-01-01 07:26:59
5054,71,/about,2024-01-01 07:28:12
5054,71,/about,2024-01-01 07:30:08
5054,71,/about,2024-01-01 07:31:39
5054,71,/about,2024-01-01 07:32:58
5055,10,/home,2024-01-01 07:34:43
5055,10,/product,2024-01-01 07:35:23
5055,10,/cart,2024-01-01 07:37:41
5055,10,/checkout,2024-01-01 07:38:04
5055,10,/about,2024-01-01 07:38:59
5055,10,/about,2024-01-01 07:40:06
5056,67,/home,2024-01-01 07:41:58
5056,67,/product,2024-01-01 07:42:25
5057,60,/home,2024-01-01 07:43:47
5057,60,/product,2024-01-01 07:45:16
5057,60,/cart,2024-01-01 07:46:49
5057,60,/checkout,2024-01-01 07:47:21
5057,60,/about,2024-01-01 07:49:52
5057,60,/about,2024-01-01 07:51:58
5057,60,/about,2024-01-01 07:52:10
5057,60,/about,2024-01-01 07:53:54
5058,26,/home,2024-01-01 07:56:28
5058,26,/product,2024-01-01 07:57:55
5058,26,/cart,2024-01-01 08:00:44
5058,26,/checkout,2024-01-01 08:01:56
5059,60,/home,2024-01-01 08:04:37
5059,60,/product,2024-01-01 08:06:53
5059,60,/cart,2024-01-01 08:07:53
5059,60,/checkout,2024-01-01 08:10:22
5060,98,/home,2024-01-01 08:11:34
5060,98,/product,2024-01-01 08:12:22
5060,98,/cart,2024-01-01 08:12:33
5060,98,/checkout,2024-01-01 08:14:27
5060,98,/about,2024-01-01 08:14:43
5060,98,/about,2024-01-01 08:15:52
5060,98,/about,2024-01-01 08:18:20
5060,98,/about,2024-01-01 08:19:58
5061,82,/home,2024-01-01 08:20:10
5061,82,/product,2024-01-01 08:21:45
5061,82,/cart,2024-01-01 08:21:55
5061,82,/checkout,2024-01-01 08:24:53
5061,82,/about,2024-01-01 08:26:39
5061,82,/about,2024-01-01 08:28:07
5061,82,/about,2024-01-01 08:28:43
5061,82,/about,2024-01-01 08:29:45
5062,68,/home,2024-01-01 08:31:42
5062,68,/product,2024-01-01 08:33:57
5062,68,/cart,2024-01-01 08:34:22
5063,19,/home,2024-01-01 08:35:43
5063,19,/product,2024-01-01 08:36:16
5063,19,/cart,2024-01-01 08:36:37
5063,19,/checkout,2024-01-01 08:37:46
5063,19,/about,2024-01-01 08:40:09
5063,19,/about,2024-01-01 08:42:04
5063,19,/about,2024-01-01 08:43:49
5064,59,/home,2024-01-01 08:44:20
5064,59,/product,2024-01-01 08:46:58
5064,59,/cart,2024-01-01 08:47:32
5064,59,/checkout,2024-01-01 08:49:51
5064,59,/about,2024-01-01 08:50:35
5064,59,/about,2024-01-01 08:53:28
5064,59,/about,2024-01-01 08:55:18
5065,10,/home,2024-01-01 08:57:53
5065,10,/product,2024-01-01 08:58:18
5065,10,/cart,2024-01-01 09:00:19
5065,10,/checkout,2024-01-01 09:03:18
5065,10,/about,2024-01-01 09:04:01
5065,10,/about,2024-01-01 09:05:11
5066,38,/home,2024-01-01 09:06:41
5066,38,/product,2024-01-01 09:08:31
5066,38,/cart,2024-01-01 09:10:04
5066,38,/checkout,2024-01-01 09:11:35
5067,58,/home,2024-01-01 09:12:44
5067,58,/product,2024-01-01 09:13:13
5067,58,/cart,2024-01-01 09:14:14
5067,58,/checkout,2024-01-01 09:14:58
5068,100,/home,2024-01-01 09:17:37
5068,100,/product,2024-01-01 09:18:14
5068,100,/cart,2024-01-01 09:19:03
5068,100,/checkout,2024-01-01 09:19:40
5068,100,/about,2024-01-01 09:20:32
5068,100,/about,2024-01-01 09:22:37
5068,100,/about,2024-01-01 09:24:46
5068,100,/about,2024-01-01 09:26:16
5069,53,/home,2024-01-01 09:28:43
5069,53,/product,2024-01-01 09:30:24
5070,99,/home,2024-01-01 09:32:29
5070,99,/product,2024-01-01 09:33:57
5070,99,/cart,2024-01-01 09:36:05
5071,34,/home,2024-01-01 09:36:45
5071,34,/product,2024-01-01 09:37:18
5071,34,/cart,2024-01-01 09:38:08
5071,34,/checkout,2024-01-01 09:39:35
5071,34,/about,2024-01-01 09:42:19
5071,34,/about,2024-01-01 09:42:39
5071,34,/about,2024-01-01 09:43:44
5071,34,/about,2024-01-01 09:45:17
5072,19,/home,2024-01-01 09:46:30
5072,19,/product,2024-01-01 09:48:11
5073,51,/home,2024-01-01 09:48:33
5073,51,/product,2024-01-01 09:49:59
5073,51,/cart,2024-01-01 09:51:15
5073,51,/checkout,2024-01-01 09:52:09
5073,51,/about,2024-01-01 09:52:26
5073,51,/about,2024-01-01 09:54:19
5074,58,/home,2024-01-01 09:56:49
5074,58,/product,2024-01-01 09:58:02
5074,58,/cart,2024-01-01 09:58:36
5074,58,/checkout,2024-01-01 10:00:44
5074,58,/about,2024-01-01 10:01:20
5074,58,/about,2024-01-01 10:02:05
5075,16,/home,2024-01-01 10:02:30
5075,16,/product,2024-01-01 10:03:36
5076,17,/home,2024-01-01 10:05:28
5076,17,/product,2024-01-01 10:07:13
5076,17,/cart,2024-01-01 10:10:04
5077,83,/home,2024-01-01 10:12:43
5077,83,/product,2024-01-01 10:15:23
5078,34,/home,2024-01-01 10:15:52
5078,34,/product,2024-01-01 10:16:07
5078,34,/cart,2024-01-01 10:16:33
5078,34,/checkout,2024-01-01 10:17:33
5078,34,/about,2024-01-01 10:20:28
5078,34,/about,2024-01-01 10:22:31
5078,34,/about,2024-01-01 10:23:13
5078,34,/about,2024-01-01 10:23:46
5079,43,/home,2024-01-01 10:24:06
5079,43,/product,2024-01-01 10:26:14
5080,7,/home,2024-01-01 10:28:50
5080,7,/product,2024-01-01 10:30:50
5080,7,/cart,2024-01-01 10:32:41
5081,64,/home,2024-01-01 10:34:28
5081,64,/product,2024-01-01 10:36:27
5082,23,/home,2024-01-01 10:37:31
5082,23,/product,2024-01-01 10:38:28
5082,23,/cart,2024-01-01 10:39:48
5082,23,/checkout,2024-01-01 10:41:09
5083,58,/home,2024-01-01 10:41:27
5083,58,/product,2024-01-01 10:44:14
5083,58,/cart,2024-01-01 10:47:02
5084,79,/home,2024-01-01 10:49:57
5084,79,/product,2024-01-01 10:51:22
5084,79,/cart,2024-01-01 10:53:39
5085,53,/home,2024-01-01 10:55:51
5085,53,/product,2024-01-01 10:56:16
5085,53,/cart,2024-01-01 10:56:48
5085,53,/checkout,2024-01-01 10:58:09
5085,53,/about,2024-01-01 10:59:57
5085,53,/about,2024-01-01 11:00:42
5086,54,/home,2024-01-01 11:03:36
5086,54,/product,2024-01-01 11:06:00
5086,54,/cart,2024-01-01 11:07:13
5087,81,/home,2024-01-01 11:09:42
5087,81,/product,2024-01-01 11:09:56
5087,81,/cart,2024-01-01 11:11:43
5087,81,/checkout,2024-01-01 11:13:24
5087,81,/about,2024-01-01 11:15:36
5087,81,/about,2024-01-01 11:18:05
5087,81,/about,2024-01-01 11:20:19
5087,81,/about,2024-01-01 11:21:57
5088,73,/home,2024-01-01 11:23:29
5088,73,/product,2024-01-01 11:25:18
5088,73,/cart,2024-01-01 11:26:37
5088,73,/checkout,2024-01-01 11:27:33
5088,73,/about,2024-01-01 11:27:49
5088,73,/about,2024-01-01 11:29:20
5089,77,/home,2024-01-01 11:29:37
5089,77,/product,2024-01-01 11:30:58
5089,77,/cart,2024-01-01 11:31:22
5090,61,/home,2024-01-01 11:33:03
5090,61,/product,2024-01-01 11:35:42
5090,61,/cart,2024-01-01 11:36:51
5090,61,/checkout,2024-01-01 11:37:41
5090,61,/about,2024-01-01 11:38:16
5090,61,/about,2024-01-01 11:39:29
5091,85,/home,2024-01-01 11:40:47
5091,85,/product,2024-01-01 11:43:13
5091,85,/cart,2024-01-01 11:43:37
5092,98,/home,2024-01-01 11:46:14
5092,98,/product,2024-01-01 11:48:03
5092,98,/cart,2024-01-01 11:49:43
5093,23,/home,2024-01-01 11:50:53
5093,23,/product,2024-01-01 11:53:34
5093,23,/cart,2024-01-01 11:55:05
5094,95,/home,2024-01-01 11:56:46
5094,95,/product,2024-01-01 11:59:27
5094,95,/cart,2024-01-01 11:59:44
5094,95,/checkout,2024-01-01 12:01:24
5094,95,/about,2024-01-01 12:03:59
5094,95,/about,2024-01-01 12:06:33
5094,95,/about,2024-01-01 12:07:19
5095,73,/home,2024-01-01 12:09:35
5095,73,/product,2024-01-01 12:12:03
5095,73,/cart,2024-01-01 12:13:32
5096,23,/home,2024-01-01 12:13:51
5096,23,/product,2024-01-01 12:14:24
5096,23,/cart,2024-01-01 12:14:48
5096,23,/checkout,2024-01-01 12:15:57
5096,23,/about,2024-01-01 12:18:41
5097,29,/home,2024-01-01 12:21:05
5097,29,/product,2024-01-01 12:23:17
5098,1,/home,2024-01-01 12:26:04
5098,1,/product,2024-01-01 12:27:05
5098,1,/cart,2024-01-01 12:27:48
5098,1,/checkout,2024-01-01 12:29:25
5099,92,/home,2024-01-01 12:30:57
5099,92,/product,2024-01-01 12:31:22
5099,92,/cart,2024-01-01 12:31:37
5100,19,/home,2024-01-01 12:32:23
5100,19,/product,2024-01-01 12:33:01
5100,19,/cart,2024-01-01 12:35:25
5100,19,/checkout,2024-01-01 12:37:08
5100,19,/about,2024-01-01 12:37:36
5100,19,/about,2024-01-01 12:39:21
5101,91,/home,2024-01-01 12:41:12
5101,91,/product,2024-01-01 12:43:52
5101,91,/cart,2024-01-01 12:44:27
5101,91,/checkout,2024-01-01 12:46:03
5101,91,/about,2024-01-01 12:47:30
5101,91,/about,2024-01-01 12:49:02
5101,91,/about,2024-01-01 12:49:46
